,sentiment,content
18721,12,@sullivancc14 haha I really don't but I'm going to this workshop at school next week. Are you going? Plus my car is broken right now
18722,7,@lindyhot lol.. usually i always do.. not bn too well tho  how old r ur kids?
18723,12,Things that happened today:  My younger brother ran over one of our dogs. Yeah. I know.  She's going to have surgery this weekend.
18724,10,(that was a  btw -_-)
18725,12,@LisaMongold I know.  I have such guilt associated with picking winners.
18726,10,"@stacyday Yeah, Trimet says it's a 1hr trip, I get home at 6:30/6:45-ish, so we'd arrive just as everyone was leaving."
18727,7,"@penny2dear right my fellow fluffy flasher! I must go to bed, sorry  I hope everything is working properly 2moro and we can chat! love u x"
18728,3,@dnbchik ohhh that cant be very fun    but hell you manned it up!!   looks like you got some shit done today!!
18729,7,i want Anoop to wish me Happy Birthday
18730,12,my head hurts....
18731,7,@isabelauribeee that's not good to hear!  i hope everything is fine..i will keep you &amp; your family in prayer! I LOVE YOU ISABELA URIBE
18732,6,@c0oki3 u think u have bills Ha!Ii just finished paying mine that's y I'm broke
18733,8,Just saw the Toy Story 3 trailer! It's about to get EPIC! Woody taking L's once again
18734,5,"Writers:&quot;They just make me wonder,why are you foisting all the little pipe dreams stories in your head onto other people?&quot; I like writing"
18735,7,@fattireale75 cup cakes are sooo yummy - but would have 2 have coffee chaser- u know where that can lead
18736,12,"is on allegra, flonase and a steroid inhaler for the rest of the allergy season. throat still hurts from the asthma"
18737,12,I wish I had more followers on twitter
18738,7,I suck dick
18739,6,o damn i just accidentally listened to rick ross
18740,6,We bought a pool instead of going to California. Now the pool is broken and we have wasted our vacation money for the next 2-3 years.
18741,10,@retrodiva I WISH I could be in bed by nine once in a while. I never make it in before 3-4 a.m.  #sleepdeprived. Doing too much.
18742,8,Idk yet!!! @Jersey_Gyrl I wanna go soon tho...but I want more tweeps to be there
18743,12,is spending her Saturday morning taking notes for a research essay because some stupid whore recalled the book I'm using. Not fair
18744,6,And I want you to shut the fuck up.... I really hate living with my step dad. =-\ I can't wait to move out...
18745,8,@manthigh81 I didn't watch it
18746,7,oh i hate the rain... and septa... and leaving my dog
18747,10,"@gasfreecommute -i'd love to be able to bike/bus/walk to work, but it isn't safe in my area"
18748,12,STILL NOT DONE WITH PAYROLL. was supposed to be off at 4:30. i have a headache
18749,4,I'll probably have better photos up later today. Took some picks with my big camera too. Camera phone = blury camera
18750,10,@selenagomez AWWWW  we're gonna miss you!
18751,10,I feel sorry for my bestie  good luck ali!
18752,4,"Dayum, tweets r coming fast, so likely missing a lot.    Plz DM, k?  Oh, is @rod_stewart 4 real?"
18753,8,@MathieuTO My neighbour is fond of loud Nickelback.
18754,12,zoombezi bay was soooo fun!! buuuut my legs are soooooo sunburnt
18755,8,"@PaulaFarris Ya gotta forgive them, dogs are just little people in fur coats, but I know the cleanup isn't fun"
18756,8,@caitlinjoneill that's why you are visiting alllllll the time next year.. It will never be the same though
18757,8,"Waiting for pizza after work. Damn, there goes my tips."
18758,10,jungle book 2 is sooooo cute.. i have nothing to eat or drink
18759,10,Got rocks. And found my car got birdied this evening.
18760,10,@Crimsondreamer no bueno.  hollykins needs to feel better asap.  p.s. i miss you.  you done with uni soon aren't you?  SOPROUDOFYOU.
18761,5,the plan was to take a nap (yea I'm still feeling last night) then go watch lakers game smwhere fun. looking like no nap
18762,10,I heard an icecream truck and took of like a shot but I couldn't catch it.
18763,9,"@strawbleu Sounds like a useful tip, I most certainly need some stability after this week"
18764,8,@DougBenson  NO YOU ARE EVIL I WANT ONE!!   #flaxandfiberfriday
18765,8,HEY GUYS IT'S WORKING NO NEED TO WORRY. i have tooo many followers tho ...
18766,12,at my lil sis 8th grade graduation....i already kno dis is gonna last all my life
18767,12,@ehuffty i can't believe i missed the brewcast.
18768,12,"Oh my Lord, I have no idea if any of this crap I spout is getting to anyone"
18769,10,"@FLucio I'm a jerk...  now I can't go out    Dammit Frank, why do I suck so bad?"
18770,12,Looks like I got a defective MacBook
18771,12,@PeterPolaco signin autographs would be boring I think! Get wasted 2nite! Have fun! I'm stuck at work
18772,12,@hardertospell why don't you have that song you gave me that song
18773,12,my car is broke
18774,10,"Aw, Zach wasn't feeling well  Hope he gets better. So babysitting was canceled."
18775,7,"@CirqueLasVegas 2nd ticket has to be for the same show, though, right?  No good for a solo traveler to Vegas."
18776,12,arrgghhhggguuuiiissshhhh no idea what to do for this modern assignement....  Burma or Cuba???? eeeep help!
18777,7,"@selenagomez aww, we will miss you.  At least you get to go home right?"
18778,8,@AvaAmnesia  but then you won't see Her hotness much either
18779,10,Had a pretty good day. Let's see how the night goes. ;-) oh I have to work all day tomorrow no picnic for me
18780,6,hopes whoever stole my purse and money gets what is coming to them
18781,6,@TJmodeling That sucks majorly...hhhmmmnnn...I'm thinking...I would've said the self tanner or a really good concealer...I'm stuck
18782,10,@AwkwardTown fuck! I'm already thinking about all the shows I'm going to have to miss because I'm broke.
18783,12,sooo im 20 n im just now findin out i have asthma
18784,11,back to Roseburg...and an empty apartment
18785,12,"last day of volleyball miss everyone already. Oh well, banquet on 10th hopefully everyones gonna be there"
18786,8,really wants to go see the script in NY in august... but no one will go with me
18787,2,you can't please everybody.  http://plurk.com/p/x32rz
18788,12,@knw3 I watched it all online. http://www.musicistheheartofoursoul.com/search/label/Niptuck has the last 8 episodes of S5
18789,12,@Mszjai nvm i just got ur message that ur sick
18790,12,"Last Heroes ep until Sept  Sick &amp; drugged for past 3 days. Dr says lacking in everything, esp -get this- SUNSHINE."
18791,8,ToonTown is down
18792,10,@dougreport how can I read the Floyd article says it's private
18793,12,Love how my printer decided to print all my blacks all marbled - 1hr before an interview for new work this morning.
18794,8,wants to sign up for the Germany field trip pero no tengo dinero.
18795,10,"is confused &amp; sad. oh no here comes the &quot;sweets&quot;, to cheer me up"
18796,12,"@mitchelmusso I wish I would have called you. but unfortunatly, call the US from Scotland is a bit expensive  Gutted! &lt;3"
18797,10,tonights been boring!
18798,10,"Am I old? Pub kickin out time is whey too late, I'm stinkered:-/. Got the cubs tomorrow too  I'm gonna suffer !"
18799,12,noone wants to talk to me  lol
18800,11,@jackbox noooooo! I just spent two days getting that damn song OUT of my head
18801,10,i so can't be bothered working tomorrow!
18802,12,"@mneylon I don't know what that means, sorry"
18803,5,I need a bear hug  and Im going to camp today!!
18804,12,awake sadly        seeing Leon today !
18805,2,dont wanna cry  but the seniors are out there graduating&amp;its breakin my heart;but im home
18806,10,Im Slowing on My Tweets..Cuase I Lost My Phone
18807,8,I think I might throw up... I only could eat half of my ice cream cone  http://twitpic.com/67ybk
18808,8,@maniactive I'm thinking the &quot;Chevrolet Doom&quot; would be fitting for GM
18809,7,Rachel Alexandra not in Belmont   but appearing in Vogue.  Best looking model they've had in years.
18810,8,this has been a pretty shitty week. minus seeing @marktheescape. where is that muscle relaxer i need?
18811,11,@shepromoceo got damn stranger  lol
18812,12,I wish I didn't have to work two jobs
18813,2,"had to rumage around topless in the freezer to find something to eat, all I found was a suspect pizza"
18814,6,College work sucks so much!
18815,12,Too tired
18816,10,"It's friday and I'd love to party, but don't have a sitter."
18817,10,Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p
18818,12,#myweawkness chocolate...i can't say no
18819,8,"Wow, the new Google icons suck   http://bit.ly/z7JIE"
18820,12,just woke up still fukin sick
18821,11,@RaleighWood Raj wasn't on the list.  So Scoop or Bandit.
18822,5,"@bkkrakora ew, i used to get &quot;suicides&quot; in high school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too."
18823,8,@Peter5tewart yeah.. I left cause my pc can't run the client anymore. I had thought I would have a new one by now..
18824,12,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit"
18825,12,@laurenbreslin aww i know its my addiction!   awww i know sameee  !  its just more more more !
18826,8,"@tristanhilliard oh nos, what happened"
18827,12,@SaraJayXXX OMG .. my memory must have failed me! Very weird since I do not normally forget because of my profession!
18828,10,"Cleaned four bathrooms this afternoon....(yes, go ahead and feel sorry for me...lol)....mine are still waiting for my attention"
18829,12,@SweetThang15 Aww  Yeah I feel you. I know its hard.
18830,10,@ev I'm trying really hard not to hate you.
18831,12,"@torie007 yeah, and now you live in the 'hood! I never would have thunk it  What's up with these shootings in Belmont Shore?? Sheesh."
18832,10,Booo my best friend is leavin for the weekend. What ever will I do without her??
18833,2,"@dressjunkie don't i know it! i live in the middle of nowhere, my house is spider central"
18834,8,i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro
18835,10,@triniaguirre i miss you  !!!! ??
18836,12,stopped at the store to pick up some items and debit card is missing
18837,10,"confused, angry, anxious and on top of everything LONELY"
18838,11,"@nickyvender Nicky, I LAND at 10pm, it will be like 10:40 before I get home! UGH! Wont be any fish fry left for me anyways"
18839,12,help! anyone know if there are stores that carry blackberry trackballs? just went to verizon retailer; no luck. do not want to order one
18840,8,@zzerbe i'm on twitter! go me. i have no idea how to work it.
18841,12,taking Willy to the specialist...poor dog! He has to get a CT scan cos he can't walk properly atm
18842,12,@tmjassociation y does it hurt so much? i can't even chew gum.  i've lost so much weight because i can't even eat
18843,8,nothing to do this evening.. MISSING LIFESTORY
18844,10,"@ss1271 yes, that's what I meant... I don't have anything to turn it into Hirigana, though."
18845,8,my finger is now pregnant
18846,12,@RealGrace my @Bonnaroo tix are in limbo....as usual  #UPSsucks
18847,8,"@bkkrakora ew, i used to get &quot;suicides&quot; in mid. school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too."
18848,6,"@niqa86 Yes bb  There are actually 2 of them, but the other one I don't really give a shit about."
18849,12,At subway. Not feeling good
18850,6,@DrPostALot  sucks
18851,0,too sick for rigging tomorrow.
18852,10,"i miss him  ALOT but im not gonna talk to him, i HOPE"
18853,7,@kayteemick  Joe and I loveee you.
18854,10,Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank account
18855,12,@nathanblevins Ouch. I won't be down in Miami tomorrow morning. That sucks  It's a cruise? Are you driving back the next Saturday?
18856,10,"Grandma Caminker passed away today.  She will be missed, but may she rest in peace."
18857,8,@love_ly We need to hang out!
18858,8,taking a break from sewing to do some dishes
18859,12,"Too many cocktails last night, my head hurts"
18860,10,UGH. why is it so hard to upload a picture on twitter?
18861,4,@MariaV_ST vaca!! buuu sigo en el work
18862,4,@JammieAdams No you are not having my favorite drink without me  lol
18863,10,Just saw a dooope bmw 6 series parked with the top back....to bad it was raining
18864,11,@heartsnsparkles she is that's why she never speaks to me in college i think  .....i might just stick to unzela...if hashim dosnt shoot me
18865,12,Is losing money in Vegas...
18866,10,"Sh t, I'm getting even more sad. I'm currently at the library and j think it'll be the last one tooooo"
18867,12,"Its been a slow day at home, one of my kids is sick  .  This little picture cheered me up http://is.gd/JrLa"
18868,12,here comes the storm.....ackkkk
18869,12,Why isnt my internet working
18870,3,@giselle2323 - Hopefully he won't discover all of my soap opera tweets.
18871,8,Should not drink cheap wine
18872,12,@shereemcfly09 ooh thats an early start  ive got bed planned for that time..ha..LoveYouJonesy XxX
18873,12,So sad that Aki is out for the rest of the season!
18874,10,upset.. friday night crying!
18875,8,@JennyLouis_420 why baby?
18876,12,Wishing I could see N*E*R*D headline @ Fest at DePaul tonight
18877,9,I need words of inspiration  where's @iamdiddy and @RevRunWisdom when you need them??
18878,12,wants to go home and see Erin
18879,12,I have no one to go to the spring show with
18880,12,@ZAmmi *hugs*  I'm so sorry.. anything I can do?
18881,8,"@kearycolbert june 15, 1995, chino hills, CA. The 1 day it rained n june in SoCal...we had an outside grad; had 2 move it 2 the gym"
18882,8,I'm grounded til tomorrow. Sorry to anyone I made plans with.  It'll have to be tomorrow. (annoyed) http://plurk.com/p/x332r
18883,6,"@ForrestTheCat awww, I hates it wen families are brokun up by humuns. Maybee you see him agin wun day."
18884,12,"@BonjourHoney Guilt trips, feeling sick, pressure. stress and too much drama"
18885,10,trying to fix my sister's ipod  then phoenix tomorrow morning at 445am! hopefully i'll actually get to play this tournament. stupid fence.
18886,8,Someone fly me to Reno
18887,8,"lumiere is not impressed with my cuddling. but then again, who is  http://sml.vg/jL0kI1"
18888,12,Not legally old enough  to get a summer job outside of babysitting.
18889,8,@thehar just got Zion tweet
18890,12,Working too hard.    At least graduations are over.
18891,12,just said goodbye to the younger bro.  #misshimalready
18892,10,"@Mattshiloh Unfortunately your fix didn't work..   Oh well, I'm lovin' me some PeopleBrowsr anyways!"
18893,6,@BraveMaiden I don't get as much time here either. It's going to get worse now that the girls r home for summer.  It stinks.
18894,12,"@nicolacrossley. Tickets, i need my tickets, where are my tickets. i want my ticketttttss"
18895,12,The underwire in my bra is sticking out and poking me in the armpit
18896,11,.@aragornrain: no health insurance is not an option.
18897,6,when i fell on my ass today i ripped my blue volcom boxers
18898,5,"@Linooo Ahhh!  I knowww! I saw it May 5th and 6th in Newcastle and it was so good!!! I'm soo excited for 6th June, as its my bday aswell!"
18899,12,i fear the spaceship is not long for this earth. it just stranded me and edwin on the highway. there was smoke
18900,11,http://twitpic.com/67ykl - The stolen purse -- when it was new from the store...see tags still on it
18901,10,Some things are better left unsaid . Its better if only i know
18902,12,http://twitpic.com/67ykt - We are losing so far.....
18903,11,@Impala_Guy Just like me )))) No i must confess one dark side of me is that i can be sometimes stubborn + iï¿½m a little morning grouch
18904,10,says our power went out...which RARELY ever happens...and i hadn't saved my sims game in a while.  http://plurk.com/p/x334f
18905,8,my tv is so boring
18906,1,Just started feeling bad again  ugh. I hate it when I don't feel good!!
18907,10,"@BunnyBridget I would LOVE to learn trapeze! I've wanted to do that since I was a kid. Sadly, there's no place where I live that teaches"
18908,12,its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss @honorsociety so much
18909,10,Livin on ur own iznt nice at all. I miss my mum
18910,10,Oh my ex / room mate is moving out today
18911,12,own 2nit but i cant go.
18912,8,Writing reports....
18913,6,aww dude.. no fair. i thought that was the point of this thing
18914,8,Sports car + curb = flat tire.
18915,8,sitting in bed where I will be for the weekend.
18916,8,"Crazy Legs is peepin @nina_parks at the pool hahaha She likes graf writers, not b-boys, sorry"
18917,12,to save my heart I think Imma let go! I can see myself getting hurt with you!
18918,10,"@TomCopestake  I'm sorry. You'll get there don't worry, one day at a time.  We should 'hang' when you're done."
18919,12,Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p.... Come on Denver!!
18920,12,"@imlostinbooks It's up now, @Vasilly and @Devourerofbooks won.  Sorry"
18921,7,"Wow, its hot and miserable. People are probably killing themselves right about now..."
18922,8,Headed to waterfront for a quick drink with the office peeps...Corsen Building of course was booked  Any suggestions?
18923,4,"@staaceeyy weeooow, i feel fat.... i remember when i used to weigh that much  pfffffffffffffffffffffftttttttt long time ago, hahaha"
18924,12,@JuliaBronwyn I accidently dropped it &amp; now the screen is all messed
18925,8,Wow it's like a VPL fest in front of my office right now.
18926,10,I get an instant sad face when I see a little kid lose their balloon
18927,8,"Almost made it out of the Apple Store with my MBP, but they didn't have the replacement fan in-stock."
18928,12,i dont noe what to eat for breakfast hmmmmmmm im so hungry
18929,7,Kristen i miss you
18930,10,@davidmihm Please no more tweet-memes
18931,2,@DeckEnt  there wasn't enough room for me...
18932,10,So tired and I have 17 hours to work tomorrow
18933,11,I'm so glad my concert is still a week away...I'm getting so sick and I need the time to recover!! My lungs hurt so bad right now
18934,10,chick fil a for dinner. Hopefully I feel better. My head and eyes are killing me
18935,8,Yep. That good feeling didn't last.  back to sleeping for me.
18936,12,Restoring my iPod touch seemed like euthanasia to me. I was willingly killing it.
18937,7,How did Day 26 go from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them
18938,12,"My mom has annoyed the living crap outta me, so now we're on AOL Radio, looking for Brooks &amp; Dunn."
18939,4,Feeeel like ima die! Now on my way to rainforest.  !! I need a girls spa day ASAP!
18940,10,More depressed ty very much!!!
18941,10,headaches are dumb.
18942,12,Golfing ended early
18943,12,Hate to break every1's heart but confirmation jus came in that Austin &amp; Sophia do NOT &amp; never had a twitter  another sad day!!
18944,12,St joe is dirty.
18945,9,Setting up bookmarks on my new Blackberry Curve. Now anyone from work can get ahold of me at anytime!
18946,12,@vmarinelliRVA I am so so sorry to hear that he has parvo. Good vibes comming your way.
18947,9,Sushi w/ @ryan888 well cooked veggie for preggo me  now onto Trolley Car birthday party on McKinney Ave. I actially feel awake for once!
18948,10,@donttreeriddle Oh noes!! Melted ice cream = do not want.
18949,8,@g1mm34d my bad. I thought you were talking about today
18950,12,"layenn down,uughh dunt feel well"
18951,12,It just occured to me..... tonight is Cheri's Prom Night......I was suppose to go with her...... 970 miles makes that kind of difficult.
18952,8,"dreading this weekend, every minute of it is me doing coursework i should of done during the week AND learning 2 pages of french speaking"
18953,6,soooo fed up with this
18954,10,missing someonee...
18955,8,There are ants on my lollipop
18956,10,My arms hurt
18957,10,OMG how sad is The Royle Family where Nana dies  I am sobbing!!!! :*( it's the saddest thing I've ever watched
18958,2,i got peanut butter in my beard  it felt weird after... and axe body wash burnt my eyes... but now they're okay.
18959,10,"@MyInnerCougar Sorry your day was so bad   Gettin the drink on, good plan!"
18960,5,@Wonder33Woman Yes I did see Mitch Hedberg and the whole floss thing.  He's hilarious.  I &lt;3 him.  Poor guy
18961,10,"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc"
18962,10,"[H]ouse starts on Sunday and I'm sad as I can't afford Sky,"
18963,10,@RVDS dammit i wanted to ask you about someone who i might be shooting but cant remember her name now
18964,11,@FattKiddBep i made a vid for you proving my skiLLs that you denied but my step dad said he'd disown me if i posted it ~   sowey
18965,12,"is watching &quot;Wall Street&quot;, and realizing that since it is on a movie channel she won't get a potty break"
18966,8,UP isnt im 3-D..
18967,5,"@ktml nice work buying coda dude! It's a great app! Unfortunately, I bought it when it was the full $99USD  #jealous"
18968,12,GRRRR!!! It's BACK!!!!! And what I mean is my headache  But on the *       *        bright side....it's only on one side!!!! /\/\/\/\/\
18969,10,@norasake Sadly no. It didn't come with one...
18970,2,@WaylandSmalley Me neither. But it's no longer about what we want. It's about fairness. And fairness is whatever government says it is.
18971,1,Cleaning the House! Im so boring..
18972,12,"@framolamdu omg what a shame about Hollie,just watched that clip u posted"
18973,12,Suffering from  Hemorrhoids.
18974,10,@KSegIII  my cousins moved there like 2 years ago and I miss them so much. I was just looking at their facebook and now im sad
18975,5,"@tarraxo I'm not sure.  Btw, YAY FOR WICKED TICKETS! That's awesome! When are you going?"
18976,8,@irgxana  I know... kittie should be a professional....
18977,2,@dahlhalla I'm only 6' 0&quot;
18978,6,Just rang the irish one. Drunk. Must confiscate phone.  hate him lots.
18979,12,"also I managed to ink half more page. unfortunately page 006 will totally suck, but at least I tried hard before I decided to move on"
18980,8,@RelientTU That would be SOOOOOO much and Geeky to the ultimate LEVEL! But I work 9 to 530am
18981,5,best show of my life. mcfly rocks my world  i wanna meet you guys ;;
18982,6,@iamcheerbear I know  It fucking sucks. anyway you can get a fake id or something?
18983,12,@VWayne noo sorry my love...after that i'm going to pop about 7 zyrtec and go to sleep
18984,12,No waterfront anymore   faccia luna and clarendon will have to do
18985,10,Going to bed watching a bit of qi. Wake up tomorrow to face the start of my last summer in bath. Bit gutted atm to be home
18986,10,study study study.  What fun on a Saturday.
18987,10,Stupid shopping bags left a red mark on my arm
18988,8,@angellr Busy but fantastic. Tried to unplug for a few days.   Thank you for the FF!!
18989,12,@dictums honey perhaps some medicine? i feel bad for you? do you have fever?
18990,8,Nursing sore back today
18991,8,Wife and kids have made it to San Antonio...almost to Corpus!  Praying for safety the rest of the way.  Guess I'll watch the game alone
18992,8,"@medic60 all work, no play."
18993,6,"I'm Twitter dumb. Just saw my &quot;@thecraftpantry.com&quot; &amp; all the kind folks who've tweeted me. AH!So sorry, I'm not ignoring you, just SLOW."
18994,12,@sxtxixtxcxh @b0r3d13 but they're hungryyyyyy
18995,4,did not get to go see UP!! Oh well ended up going to dinner with Blase and Bridget!
18996,7,"home=san diego, why did the san jose weather fallow me"
18997,6,"just camee back from bowling, which i offiacial suck at"
18998,12,I ran over a turtle.
18999,10,not a very good day at the house
19000,10,"really tired. and have to work the whole day tomorrow, the thought of it depresses me.  uncoooool...."
19001,12,@deegirl825 you're just unhappy to return to occupying the same city as me  I am cry now too.
19002,10,"@AwkwardTown I know. I think I'm going to have to miss it, though.  This is when sacrificing money for job happiness sucks ass."
19003,12,"@mitchelmusso, i called your say naw and got a voicemail for a guy named shannon..."
19004,12,@BullyOSullivan sorry to hear that.
19005,10,"Played a show tonight @ Chinnerys, southend. Snapped my guitar strap, ripped off the strings then threw my guitar across the stage..."
19006,2,i think that i'm the only 1 on!!!
19007,8,@plbrickner no I don't mind Kent it's just my best friend is going there and Im going to miss her
19008,11,can't make it to graduation...
19009,3,"@dino2gnt Yeah, I'm getting ready to go get pizza. Then nothing to do  Maybe @hazard_2gnt will want to play Xbox."
19010,7,@firebird06 ya I just NEVER play it...I'm basically only using my PS3 these days
19011,10,@StanGill Uh.... what does that mean?
19012,8,"got stood up, again"
19013,12,@anthonyamor hey member when we were better friends then you and anthony. That was pretty sweet ha. Way to be a trader for the weiner.
19014,8,@BADDESTnLA I'm in traffic on the 405 and I still don't see the sun
19015,8,tierd.i just want to talk
19016,6,@KrissyJill fuck.  It's only in Canada right now.
19017,12,I'm nervous... I hope I get in... this could be a costly mistake... more like procrastination and assumption...
19018,8,@backstreetboys   why!!!! u have to bring it to you 24/7 like the @backstreet_team
19019,8,I can't help it if I'm a GRAMMAR NAZI!
19020,11,@xxiolla1@dougreport how can I read the Floyd article says it's private   - odd -it works for me...
19021,10,sitting around doing fuck all....tired
19022,10,so bored...miss everybody already
19023,11,Eli in the ER  they pricked his finger for blood sugar and he was trying not to cry http://twitpic.com/67z2q
19024,12,I miss Vermont
19025,10,@rodmcnasty000  I miss you
19026,8,@RobPattzNews  Youtube? outside the US can't see it
19027,10,@MyroneTadrid  aw her latest &quot; selenagomezLast day of shooting... Goodbye Canada. &quot;
19028,8,@hollymarie79 I have the twitter but I can't follow you
19029,8,@knitkat it stings
19030,10,It just had to rain on me almost a perfect day now my clothes are wet
19031,3,"@soxdeepinstatic  i know, i would've liked to have been able to play with you all spring semester  meeting was good, just an introduction"
19032,8,I wanna listen to the full Send It On
19033,12,i dont feel very good
19034,12,@alilje why do you say that i'm a dick? i find that hurtful!
19035,10,@bellagm yes that sucks. i miss you
19036,7,@karyva  i want alexis bledel back on screen every thursday night
19037,8,@calvinharris You should get tickets Scotland told! They aren't selling tickets for ANY of your scottish dates yet!
19038,12,@dance2jeffreee lOL 518 that was not the year i was born  lol
19039,9,Drew's new songs make me cry.  I miss Thomas already!
19040,12,"@juicystar007 I can't get in, I'm in a waiting room"
19041,8,goodbyeeee Arizona. See you in 3 weeks.
19042,8,nothing to do on a friday night
19043,2,Trying to sleep but it's too hot!
19044,12,"@MissJizzle Yeah, the economy sucks SO BAD.  Yeah, I know what a cafeteria is. I'm unemployed at the moment and I hate it!"
19045,10,Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography  http://yfrog.com/0xhu5j
19046,2,Boo Im lonely and bored
19047,8,@Impala_Guy Iï¿½m afraid yes - both are true  I hope u r not disappointed yet
19048,8,tried to whore out my twitter @ FFAF but LJ dies everytime i try
19049,12,"My friend has sent me such a sweet sms. I can't wait to see you, I'm actually missing you"
19050,5,i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!
19051,10,"PLEASE PLEASE, ANYONE?"
19052,10,missing my bffls! missing my friday night dates!  hot dogs for dinner then who knows what the evening holds!
19053,11,"I want to become vegetarian, It's going to be so hard!"
19054,11,Wow what a storm we just had!!! Now no power
19055,12,UP is out today!!! Why why why why does my head hurt so badly??!?!??!!?   I want to see it!!!
19056,10,"@adamtheeditor I heard it was disappointing, which I am disappointed by before I've even seen it.  What a waste of C. Bale."
19057,10,@TraceyHewins Tired! I may have to go to bed. Trouble is I miss all my American evening friends.     X
19058,9,@showtime757 I wanna go
19059,4,wishing i could go to CaBo tonight
19060,10,@CSURyan I am surprised you haven't fired @StuckeyCSU for announcing the whole world of they body they'd found &quot;Selfish&quot;
19061,10,I don't like my dress
19062,12,@nomadiquemc I want to be at @urbangrind
19063,7,"I wish i had my iPod , i need some jonas . I miss their sexy voices  JB forever !"
19064,4,"Oh, but Grease is on VH1! It's almost over, though  http://myloc.me/2215"
19065,8,Ugh that walmart was so hot and white  is it wrong that I can see how people become agoraphobics?
19066,10,Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school
19067,12,@dougiemcfly http://twitpic.com/67uc7 - can you lend me one? I have a cold too
19068,8,Im moving to canada
19069,12,officially has pink eye.
19070,12,the trip was really great. but i cant belive summers here
19071,5,it's too beautiful to stay inside
19072,11,Trying to figure out this thing...it's not going well
19073,7,i miss my puppies...
19074,8,Anyone want my chocolate nutella mochi? Its just gonna go to waste
19075,10,@RIngram08 glad u feel like cooking I'm so tired
19076,2,@juandeleon1021 don't be mean....I'm having to give him to my brother this weekend
19077,11,"Soo embarassed I didn't see the tweets I've been getting from kind followers.    I'll do better, I promise!!!"
19078,8,Ouchhhhhh I burnt my frkn tongue
19079,5,Finally eating unagi I've been saving up for a while! +udon :] AGH I just realized the band playing at Bear Garden today is one I like!
19080,12,Want: To play Sacred 2... Reality: Spend all day at the hosp...
19081,10,At my rehearsal...gonna miss the game  please keep me updated! Go Nuggets!
19082,12,@HeWhoWrites Aww I feel bad for the lil nigga. He look like he know what's coming
19083,8,@Jalisa_ i know !  my BG looks emo now .! lol
19084,10,@jessicaca yeah i know  been dealin with it for over 2 yrs now
19085,10,@cthundr How could you go to Cali without me??? I'm sad.
19086,12,@BullyOSullivan Oh no! So sorry about your pets..
19087,10,is feeling sad  I so dont do goodbye'z!!!!
19088,10,@Xx_JessicaB_xX yip.....aw gonna miss them on bb
19089,7,@maryviolet I miss standing next to you...
19090,8,laying across my bed... hurt my back a few days ago
19091,12,This has been a dismal week.
19092,12,"the $60,000 i spent going to college was well spent.  I'm going to meet a man tomorrow in the Toys'R'Us parking lot for a cleaning job."
19093,12,"The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around."
19094,10,@BigHeadAsian Ahhh...can't do this one....will be in las Vegas that weekend  #noctweetup
19095,3,"@AuthorSaoirse_R Drive-in!? srsly!? *jealous*  I have never ever been to one.  there is one down the rd, but it's no longer operational :|"
19096,12,Feeling kinda nervous when there was a virus found on the computer
19097,6,Hail/Thunder storm here. The Power keeps on going on then off. It sucks.
19098,8,it's Friday here in Chicago...and I'm stuck @ home AGH I'M BORED!!! grr!
19099,9,hooome from work. why am i awake still? up in 5 hours
19100,6,i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?
19101,12,cant go to work tomorow. still sick  grrr its anoying me now!x
19102,8,@AndyR3w wish i was rollin with ya
19103,8,"missing my granpa, goingo to church, its been two hard months without him!!"
19104,12,"@yummy411 @Cocoabebe I know, right? I guess the oldest doesn't hold rank on field trips anymore."
19105,12,@colinmoge  the one day I need to work
19106,10,@wersching and I have to wait till January. Life is not fair!
19107,12,@edincoat Oh no  I hope you reach him!
19108,8,My dad just told me that he wants to put me up for sale on craigslist
19109,10,already missing my biddy bops  home at mom's for the night watching my little bro and getting some rest for my birthday party tomorrow :-D
19110,8,Im lonely werkin
19111,12,This weekend is completely different from last weekend.
19112,10,@materialistic i know i suck.  my data plan is weak sauce.
19113,12,"@Savfortomorrow Si, no bueno  I guess I just don't entertain him :/"
19114,12,@mileycyrus my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better
19115,4,On way to grab @DeejaySpider @ airport. Listenin to #thebeat. There's noooooo way @djflipout would play these mashups.... AVH would be
